Unnamed: 0,Drug1_ID,Drug2_ID,Label,y_preds_6,y_preds_8,y_preds_10,p_ave
376,DB01026,DB06723,1,0.987594,0.92482024,0.77149355,0.89463593
377,786,1550,0,0.000193745,0.0020881,0.003269404,0.001850416
378,7733,3441,0,3.09E-06,1.90E-05,1.25E-05,1.15E-05
379,1400,6014,0,2.29E-05,0.000879914,0.000573218,0.000492011
380,2899,9315,0,6.26E-05,2.43E-06,0.000224859,9.66E-05
381,4090,928,0,6.08E-06,7.94E-05,2.74E-06,2.94E-05
382,DB00458,DB00508,1,0.99991065,0.9997503,0.99990237,0.99985444
383,5023,7028,0,6.71E-05,0.000774115,0.016425133,0.005755449
384,5404,1662,0,0.02051872,0.072481036,0.25906062,0.117353459
385,7425,5553,0,5.39E-07,2.38E-05,4.48E-06,9.61E-06
386,DB06228,DB09075,1,0.99760306,0.99867374,0.8125469,0.936274567
387,DB00656,DB01609,1,0.9994409,0.9997889,0.99432874,0.997852847
388,5627,7883,0,0.023324668,0.34154502,0.54354715,0.302805613
389,DB00270,DB11093,1,0.9425293,0.9960021,0.9936577,0.977396367
390,5120,3511,0,3.14E-06,3.16E-07,6.76E-07,1.38E-06
391,3252,8568,0,1.17E-06,1.33E-05,5.39E-06,6.62E-06
392,DB00321,DB01463,1,0.99982285,0.9998752,0.99705696,0.998918337
393,928,462,0,1.38E-06,1.00E-05,3.18E-06,4.85E-06
394,8829,5103,0,1.16E-07,1.15E-07,3.56E-07,1.96E-07
395,DB01118,DB06589,1,0.9992417,0.9924776,0.9952961,0.9956718
396,5039,2724,0,1.65E-06,5.48E-07,9.80E-07,1.06E-06
397,DB00166,DB06335,1,0.9582103,0.993121,0.8302913,0.927207533
398,DB00246,DB09068,1,0.9994161,0.99971837,0.99994445,0.999692973
399,DB01242,DB06288,1,0.9998614,0.99962234,0.99994797,0.99981057
400,2603,8979,0,2.67E-06,1.45E-05,0.033482164,0.011166445
401,827,2075,0,3.13E-06,1.10E-07,1.98E-05,7.68E-06
402,DB01175,DB01207,1,0.9997573,0.9995619,0.99946636,0.999595187
403,4434,7628,0,2.35E-06,0.045071185,9.40E-05,0.015055845
404,5268,7264,0,2.44E-06,4.69E-06,4.90E-07,2.54E-06
405,6211,3024,0,4.40E-07,0.033937007,0.000504762,0.011480736
406,7228,5530,0,9.48E-07,1.67E-05,1.63E-05,1.13E-05
407,DB00203,DB00820,1,0.95720667,0.9988781,0.9996898,0.98525819
408,4995,9623,0,0.000107193,9.02E-06,0.25397646,0.084697558
409,DB00494,DB06204,1,0.9987446,0.99744487,0.9679973,0.988062257
410,DB00470,DB00484,1,0.9999727,0.99993587,0.99984694,0.999918503
411,1340,9130,0,0.25012082,2.39E-05,0.01807344,0.089406053
412,3246,6606,0,3.96E-06,0.017681539,0.000937283,0.006207594
413,6172,3999,0,0.73099464,3.12E-05,0.0054034,0.245476413
414,1691,892,0,3.66E-07,8.61E-06,1.01E-05,6.36E-06
415,DB00425,DB01242,1,0.9997276,0.9995359,0.99930906,0.999524187
416,1607,7214,0,7.89E-06,2.36E-06,0.002878785,0.000963012
417,DB00985,DB09272,1,0.9998373,0.9984504,0.9979037,0.998730467
418,5427,2197,0,0.024573833,0.00446862,0.001476586,0.010173013
419,DB00523,DB00872,1,0.9888828,0.99975204,0.99569285,0.994775897
420,DB00563,DB00578,1,0.99716675,0.9996716,0.99247444,0.996437597
421,DB00196,DB00683,1,0.9999779,0.9998915,0.999782,0.9998838
422,2309,8209,0,0.8260615,0.9617897,0.75977695,0.849209383
423,DB00476,DB01197,1,0.9630452,0.51963025,0.997569,0.82674815
424,DB00861,DB06605,1,0.99987805,0.99924994,0.9639324,0.987686797
425,DB01032,DB01416,1,0.9950979,0.9998851,0.9996556,0.998212867
426,DB00230,DB00425,1,0.99882126,0.98085237,0.99226964,0.990647757
427,DB00949,DB09117,1,0.9983065,0.99946547,0.9944683,0.997413423
428,DB00213,DB00244,1,0.9939736,0.99059355,0.8473886,0.94398525
429,9051,6564,0,2.02E-07,1.67E-07,1.04E-06,4.70E-07
430,DB00104,DB09039,1,0.9993267,0.9982327,0.9961779,0.997912433
431,DB00327,DB06274,1,0.9946238,0.9858186,0.8639382,0.948126867
432,DB00571,DB09049,1,0.998575,0.96309257,0.99618566,0.985951077
433,DB00455,DB01278,1,0.9549284,0.9877429,0.98246175,0.97504435
434,DB00454,DB01171,1,0.9980258,0.90896046,0.9898144,0.96560022
435,3970,2096,0,0.000974834,0.000814557,0.000165612,0.000651668
436,7289,4201,0,6.94E-06,5.14E-05,2.74E-06,2.04E-05
437,DB00519,DB01021,1,0.9997543,0.9997944,0.9992459,0.9995982
438,DB00687,DB00814,1,0.98689854,0.9979137,0.9963166,0.993709613
439,DB00465,DB09214,1,0.9994003,0.99608266,0.9985324,0.99800512
440,DB01211,DB01215,1,0.99915475,0.99534535,0.9974518,0.9973173
441,DB00706,DB06290,1,0.99598444,0.99915946,0.99921715,0.99812035
442,DB00331,DB00524,1,0.99991673,0.99969494,0.9918871,0.997166257
443,5975,7234,0,2.81E-06,3.89E-06,1.40E-06,2.70E-06
444,5869,4742,0,0.37023163,0.017134607,0.88470614,0.424024126
445,4573,9461,0,0.002012223,0.041657,0.36716583,0.136945018
446,1081,6034,0,3.30E-06,5.27E-07,7.21E-07,1.52E-06
447,DB00215,DB01267,1,0.9993571,0.9997911,0.9996852,0.999611133
448,1728,2897,0,2.24E-07,2.94E-07,9.85E-06,3.46E-06
449,6278,1464,0,3.41E-05,0.84565985,1.13E-05,0.28190175
450,DB03619,DB06695,1,0.99458575,0.99088347,0.99315196,0.992873727
451,4686,6295,0,2.90E-07,1.39E-07,6.87E-07,3.72E-07
452,DB00615,DB00884,1,0.996207,0.9502147,0.9890199,0.978480533
453,DB00700,DB01392,1,0.99964476,0.99955,0.99779654,0.9989971
454,5745,1753,0,8.92E-07,7.79E-07,5.87E-06,2.51E-06
455,DB00557,DB01560,1,0.99989647,0.99912596,0.9986689,0.999230443
456,DB00477,DB01278,1,0.98154485,0.9941109,0.9753417,0.983665817
457,DB01041,DB01351,1,0.99942195,0.99995214,0.99817467,0.99918292
458,5831,6297,0,1.29E-05,5.50E-06,0.000206202,7.49E-05
459,DB01394,DB08873,1,0.9988603,0.9934343,0.99948275,0.997259117
460,DB00468,DB00880,1,0.9991318,0.9888663,0.99927247,0.995756857
461,4893,5555,0,3.52E-07,2.35E-05,1.11E-06,8.32E-06
462,3876,9543,0,1.88E-07,1.98E-07,1.17E-05,4.03E-06
463,DB00343,DB09034,1,0.9999237,0.9998269,0.99925655,0.99966905
464,432,8574,0,4.32E-06,8.56E-05,1.40E-05,3.46E-05
465,DB00241,DB00661,1,0.99839425,0.9996842,0.9975973,0.998558583
466,2744,8957,0,0.040040463,0.001282632,0.018587321,0.019970139
467,DB00220,DB01149,1,0.9998363,0.9995707,0.9998524,0.999753133
468,4103,2024,0,9.61E-06,0.000916839,0.001739502,0.00088865
469,7095,4673,0,0.00027284,5.85E-06,4.42E-06,9.44E-05
470,DB00316,DB00393,1,0.96424437,0.99247414,0.8919005,0.94953967
471,DB00653,DB00854,1,0.9993657,0.9996594,0.9993165,0.9994472
472,DB00231,DB00252,1,0.99996734,0.999681,0.9996755,0.999774613
473,DB01101,DB01418,1,0.99518657,0.9986614,0.994943,0.996263657
474,DB00252,DB05676,1,0.9991861,0.99860907,0.99935794,0.999051037
475,9265,1676,0,0.004254162,0.011714429,3.54E-05,0.005334664
476,DB00311,DB01320,1,0.99987817,0.9996064,0.99965703,0.999713867
477,2469,8581,0,0.016844809,0.45097423,0.05368805,0.173835696
478,5232,9094,0,1.28E-05,0.000154525,0.00154832,0.000571882
479,9491,6204,0,8.94E-05,0.37950298,0.113548666,0.164380349
480,5811,1264,0,0.02285117,0.79752153,0.02831152,0.28289474
481,4190,1368,0,0.9990554,0.9269972,0.9868859,0.9709795
482,DB00630,DB06724,1,0.99926543,0.99439085,0.9977496,0.997135293
483,DB00794,DB01223,1,0.9985163,0.9976268,0.99873346,0.998292187
484,DB00578,DB01172,1,0.9999825,0.9999851,0.99989367,0.999953757
485,8853,8160,0,3.12E-07,8.71E-08,4.81E-06,1.74E-06
486,DB00176,DB01623,1,0.9999788,0.99947274,0.9994477,0.99963308
487,7608,9119,0,4.91E-07,3.23E-07,2.45E-07,3.53E-07
488,6759,702,0,7.92E-05,7.46E-05,1.09E-05,5.49E-05
489,3426,1513,0,1.88E-05,2.90E-06,1.57E-05,1.25E-05
490,DB00528,DB11093,1,0.9628202,0.99419534,0.9884579,0.98182448
491,DB00503,DB01076,1,0.9996278,0.9998435,0.99815553,0.999208943
492,DB01600,DB09026,1,0.9994867,0.9960289,0.8755046,0.957006733
493,DB00610,DB00871,1,0.99789184,0.9977953,0.9953965,0.99702788
494,DB00752,DB04884,1,0.99991393,0.99966204,0.99878055,0.999452173
495,2875,7421,0,0.000165224,0.001820266,0.7036271,0.235204197
496,DB00710,DB00736,1,0.99945134,0.98282963,0.99671054,0.99299717
497,DB00014,DB01075,1,0.9998588,0.99970424,0.99980545,0.999789497
498,DB01030,DB01211,1,0.9992844,0.9964311,0.9989341,0.998216533
499,118,1183,0,6.56E-05,0.04480806,6.91E-06,0.01496019
500,DB00268,DB00494,1,0.99852407,0.999665,0.9811483,0.993112457
501,8610,5981,0,4.30E-06,2.05E-06,1.33E-05,6.55E-06
502,5952,4755,0,1.99E-06,8.50E-05,8.78E-07,2.93E-05
503,DB00222,DB00446,1,0.99906504,0.99659604,0.9964695,0.99737686
504,DB00582,DB08816,1,0.999689,0.9994855,0.99960625,0.999593583
505,5489,5133,0,2.58E-07,5.77E-07,0.002345681,0.000782172
506,2357,6306,0,0.055253446,0.9474086,0.84675026,0.616470769
507,5733,1473,0,0.8803141,0.9817622,0.29180697,0.71796109
508,340,6737,0,0.99320775,0.9961432,0.9828152,0.99072205
509,3765,5074,0,9.11E-07,2.08E-05,1.29E-05,1.15E-05
510,DB00752,DB01214,1,0.99710906,0.9954189,0.96247447,0.98500081
511,DB01151,DB01267,1,0.99996907,0.99947894,0.999758,0.999735337
512,9467,7819,0,0.01986581,0.086407125,0.94587576,0.350716232
513,1748,4274,0,1.05E-06,4.10E-07,1.58E-06,1.01E-06
514,DB01264,DB01411,1,0.9298124,0.8111433,0.7817736,0.840909767
515,4658,5813,0,0.007158756,0.00042966,0.9773954,0.328327939
516,2250,8491,0,4.45E-07,6.75E-08,2.15E-06,8.88E-07
517,4565,9609,0,1.93E-06,4.51E-06,5.38E-06,3.94E-06
518,5177,1927,0,0.000157028,0.054195166,8.62E-05,0.018146131
519,5062,6805,0,0.13954782,0.99065816,0.9147898,0.68166526
520,DB00476,DB00657,1,0.9960269,0.99962175,0.9901166,0.995255083
521,4937,2385,0,3.18E-05,0.13758147,0.119433194,0.085682155
522,2076,5521,0,1.81E-06,1.17E-06,5.49E-06,2.82E-06
523,4420,1966,0,6.96E-07,5.55E-06,2.64E-05,1.09E-05
524,DB00689,DB01032,1,0.99778324,0.99989676,0.999804,0.999161333
525,DB01074,DB01162,1,0.97640836,0.99145436,0.75156313,0.906475283
526,3132,3897,0,0.014163166,0.05417368,0.02584806,0.031394969
527,6982,6080,0,0.000145972,0.000118227,4.30E-06,8.95E-05
528,185,1294,0,0.87960374,0.94564253,0.9091908,0.911479023
529,3989,8514,0,0.000530988,0.000418216,0.002815992,0.001255065
530,DB00586,DB06696,1,0.9981582,0.99860966,0.9998733,0.998880387
531,DB00091,DB06710,1,0.9141978,0.99471986,0.9328551,0.947257587
532,DB04843,DB06148,1,0.95575714,0.7952278,0.44963038,0.73353844
533,4604,3916,0,0.9941218,0.99543965,0.99455494,0.994705463
534,DB01367,DB08880,1,0.98926693,0.9763247,0.76531196,0.910301197
535,6456,6748,0,3.68E-07,1.29E-07,2.32E-07,2.43E-07
536,DB00651,DB01193,1,0.9973737,0.9962748,0.99632984,0.996659447
537,DB01026,DB01377,1,0.98490286,0.977508,0.9993603,0.987257053
538,DB00433,DB00761,1,0.9998276,0.990509,0.9937744,0.994703667
539,DB00703,DB00780,1,0.999418,0.9985051,0.99914587,0.99902299
540,DB00775,DB01254,1,0.81609035,0.9942483,0.997903,0.93608055
541,661,7066,0,2.59E-06,0.000221431,6.51E-07,7.49E-05
542,735,791,0,2.79E-07,1.59E-07,1.97E-06,8.03E-07
543,1349,7581,0,0.9947349,0.93688107,0.9933746,0.974996857
544,9300,7261,0,8.02E-06,0.000506222,0.003026873,0.001180372
545,2866,136,0,0.000190079,0.23572907,4.61E-05,0.078655083
546,7437,4034,0,0.002782583,0.69617844,1.21E-05,0.232991041
547,1814,4668,0,2.35E-06,1.42E-06,2.44E-06,2.07E-06
548,DB00651,DB00897,1,0.9692379,0.99676496,0.9720421,0.97934832
549,9370,8929,0,0.000109011,0.24034715,0.004455626,0.081637262
550,DB00391,DB01176,1,0.9991137,0.9970174,0.9996108,0.998580633
551,DB00470,DB00540,1,0.99990034,0.99982405,0.9913324,0.99701893
552,2953,4810,0,5.42E-07,2.77E-06,5.16E-05,1.83E-05
553,1626,6319,0,0.00021407,6.45E-05,3.86E-05,0.000105723
554,4951,2428,0,1.67E-05,0.08604306,0.000222951,0.028760904
555,DB00204,DB00656,1,0.997802,0.9984519,0.9989654,0.998406433
556,8166,9071,0,9.96E-07,0.000349849,0.000878453,0.000409766
557,4736,5631,0,1.80E-06,0.000648826,2.64E-05,0.000225675
558,6716,3030,0,8.60E-05,0.32087272,0.000631481,0.107196734
559,DB01024,DB06724,1,0.97880256,0.9318168,0.96529603,0.958638463
560,DB00865,DB01463,1,0.99971855,0.99983805,0.99731326,0.99895662
561,DB00938,DB09054,1,0.99770695,0.98643565,0.9753778,0.9865068
562,7839,4823,0,0.018319309,0.13301843,0.29484946,0.148729066
563,DB00304,DB00312,1,0.9975342,0.99986106,0.99068975,0.996028337
564,465,5357,0,0.004280925,0.16988832,0.05483389,0.076334378
565,2840,572,0,0.000275522,0.000633985,0.000419796,0.000443101
566,DB00268,DB00899,1,0.9941896,0.9993316,0.9979582,0.9971598
567,DB00884,DB01201,1,0.99855596,0.9188434,0.98639774,0.967932367
568,1129,192,0,3.00E-06,5.49E-07,3.21E-06,2.25E-06
569,6999,9198,0,0.000434667,0.9978758,0.15379614,0.384035536
570,DB00285,DB09053,1,0.99972457,0.99906695,0.9991568,0.999316107
571,DB00564,DB01238,1,0.99967796,0.9992316,0.998542,0.99915052
572,DB00722,DB09276,1,0.998657,0.9980948,0.9920213,0.9962577
573,7584,2599,0,7.23E-06,0.000139207,0.15602675,0.052057729
574,352,2745,0,0.000494123,0.10579723,0.000305235,0.035532196
575,DB00697,DB00850,1,0.96868485,0.9993589,0.9994974,0.989180383
576,DB00294,DB00834,1,0.99995327,0.999817,0.99712497,0.99896508
577,DB00104,DB00308,1,0.99875176,0.9992491,0.9990315,0.999010787
578,3927,7614,0,3.46E-06,8.71E-07,3.83E-05,1.42E-05
579,96,8120,0,1.17E-07,1.33E-06,4.37E-06,1.94E-06
580,DB00252,DB06204,1,0.9988166,0.99981767,0.9990281,0.99922079
581,5966,626,0,1.04E-06,5.08E-05,0.003271133,0.001107658
582,DB01017,DB01219,1,0.9862739,0.9984189,0.9999518,0.994881533
583,DB06148,DB09300,1,0.99820197,0.9965631,0.99631226,0.997025777
584,4667,1370,0,0.005601555,0.13254255,0.015338272,0.051160792
585,2566,3161,0,0.9003329,0.55200356,0.99130464,0.814547033
586,DB01656,DB06603,1,0.20330507,0.81421185,0.8527224,0.623413107
587,DB00195,DB00277,1,0.9984631,0.99918216,0.9973764,0.998340553
588,7945,601,0,0.005991906,0.5615295,0.13705623,0.234859212
589,4339,8276,0,0.000188351,0.12732941,6.22E-05,0.042526654
590,2671,4118,0,2.08E-06,4.80E-06,6.02E-06,4.30E-06
591,6621,9642,0,0.24863371,0.9553466,0.80679744,0.67025925
592,5223,86,0,8.00E-06,2.66E-05,4.26E-06,1.30E-05
593,DB00731,DB00945,1,0.9998191,0.99814004,0.91269237,0.97021717
594,DB00321,DB01018,1,0.9998807,0.9965085,0.99978936,0.998726187
595,1748,3100,0,5.99E-06,4.78E-06,6.17E-07,3.80E-06
596,DB00834,DB01069,1,0.99998534,0.99982715,0.9929861,0.99759953
597,DB01115,DB09054,1,0.99981797,0.99771893,0.9984195,0.998652133
598,6985,7110,0,1.68E-06,0.00010835,1.99E-05,4.33E-05
599,DB00715,DB00933,1,0.9999423,0.9996913,0.9999442,0.999859267
600,DB00472,DB01197,1,0.24261206,0.8062719,0.983873,0.677585653
601,DB01623,DB06700,1,0.9988438,0.9969144,0.9902978,0.995352
602,8954,182,0,0.20796433,0.03069833,0.001700997,0.080121219
603,9537,8788,0,1.65E-06,8.16E-05,0.002092123,0.000725124
604,DB01076,DB01241,1,0.936537,0.9788238,0.96862644,0.96132908
605,DB00557,DB00842,1,0.99943113,0.99880934,0.9991452,0.999128557
606,4263,4991,0,2.51E-06,4.65E-05,6.69E-06,1.86E-05
607,DB00726,DB06288,1,0.9996259,0.9992678,0.99985087,0.999581523
608,DB00243,DB01320,1,0.9998901,0.9996563,0.99943393,0.99966011
609,9640,1223,0,1.29E-05,7.32E-06,0.010064513,0.003361578
610,9171,4002,0,2.32E-05,0.004228145,0.23014826,0.078133202
611,DB00318,DB01075,1,0.9996535,0.9994583,0.99730504,0.998805613
612,9230,5997,0,9.12E-07,1.40E-06,1.13E-05,4.54E-06
613,4738,8828,0,1.89E-07,1.10E-07,4.39E-07,2.46E-07
614,2381,938,0,1.31E-06,8.70E-05,1.09E-05,3.31E-05
615,DB00252,DB00675,1,0.9998871,0.9998439,0.99908626,0.999605753
616,DB00206,DB00454,1,0.99932826,0.99718773,0.9982929,0.99826963
617,DB00388,DB00427,1,0.9728327,0.99647504,0.9795239,0.98294388
618,4161,7981,0,6.18E-06,4.58E-07,1.13E-05,5.98E-06
619,DB01171,DB08897,1,0.9991456,0.99925673,0.9995918,0.999331377
620,DB00454,DB01403,1,0.9857245,0.9943552,0.99852085,0.99286685
621,7649,3847,0,0.000220239,9.70E-08,1.21E-06,7.38E-05
622,DB00266,DB01418,1,0.9991834,0.9997418,0.9985334,0.999152867
623,5983,6946,0,2.18E-05,0.002171338,0.03989157,0.014028236
624,DB00418,DB00765,1,0.99961865,0.9997375,0.9971511,0.99883575
625,8528,2181,0,9.54E-06,0.013731301,3.89E-05,0.004593247
626,1286,2997,0,1.10E-06,1.48E-07,3.33E-07,5.27E-07
627,DB00559,DB08880,1,0.99991643,0.9996315,0.9997545,0.999767477
628,1133,2607,0,0.99015814,0.4891919,0.15108252,0.54347752
629,9161,8963,0,7.99E-05,2.05E-06,0.00035286,0.000144937
630,DB00215,DB00604,1,0.9997109,0.9995928,0.99832225,0.99920865
631,5820,1860,0,8.58E-07,6.07E-07,0.000686228,0.000229231
632,5186,4155,0,6.43E-07,4.88E-06,3.35E-07,1.95E-06
633,1542,5458,0,6.03E-07,1.04E-05,8.38E-06,6.46E-06
634,5530,3165,0,3.04E-05,2.72E-05,1.14E-05,2.30E-05
635,5683,4349,0,4.85E-07,1.72E-06,0.000265598,8.93E-05
636,937,2680,0,1.39E-05,1.56E-05,3.58E-06,1.10E-05
637,5535,1167,0,7.56E-07,9.61E-06,1.47E-06,3.95E-06
638,DB00651,DB01594,1,0.75691414,0.9906012,0.9024358,0.883317047
639,8874,3675,0,1.12E-06,3.98E-07,8.82E-07,8.00E-07
640,DB01045,DB01058,1,0.99984753,0.99768835,0.95423764,0.983924507
641,DB00401,DB00976,1,0.99702895,0.99881196,0.9991381,0.998326337
642,DB00831,DB01021,1,0.9990272,0.9996128,0.9990232,0.999221067
643,DB00607,DB08899,1,0.9760355,0.9998283,0.9208042,0.965556
644,8205,769,0,8.83E-06,9.10E-08,1.19E-06,3.37E-06
645,4426,8517,0,0.011975795,0.018100888,5.79E-05,0.010044861
646,5268,8184,0,4.43E-06,3.39E-05,1.75E-06,1.34E-05
647,DB00682,DB08795,1,0.99448454,0.9998306,0.9987773,0.99769748
648,DB00842,DB05271,1,0.99976516,0.99877584,0.9996187,0.999386567
649,DB00163,DB00682,1,0.99443734,0.9856857,0.9565675,0.978896847
650,DB06212,DB09118,1,0.99990124,0.9992057,0.9995228,0.999543247
651,8666,6663,0,0.000268877,0.000100279,0.08875984,0.029709665
652,DB00682,DB00744,1,0.015915245,0.24026757,0.011119247,0.089100687
653,898,7379,0,3.50E-07,6.96E-08,3.75E-07,2.65E-07
654,6026,3183,0,0.000276417,0.000427514,0.000193864,0.000299265
655,DB01062,DB01278,1,0.9638349,0.8934712,0.9804421,0.945916067
656,2425,5295,0,0.00072971,0.000129461,3.53E-05,0.000298157
657,DB00648,DB01175,1,0.9999093,0.99983084,0.99922067,0.999653603
658,DB00321,DB08976,1,0.99951243,0.9994912,0.9979191,0.998974243
659,5496,764,0,0.009146035,0.41058522,0.016564578,0.145431944
660,DB00277,DB06717,1,0.9996752,0.9992109,0.9944376,0.997774567
661,7269,6328,0,4.48E-05,1.93E-06,9.39E-05,4.69E-05
662,8416,1834,0,4.09E-06,2.17E-06,3.57E-05,1.40E-05
663,9107,6248,0,1.19E-07,8.48E-08,7.17E-07,3.07E-07
664,DB00421,DB00794,1,0.99969214,0.9996489,0.99778616,0.9990424
665,DB00158,DB01320,1,0.99973744,0.9993541,0.9996518,0.999581113
666,DB00346,DB01609,1,0.99955404,0.9985133,0.99750364,0.99852366
667,DB00335,DB08895,1,0.99880457,0.9984143,0.9966916,0.997970157
668,DB00227,DB02701,1,0.92407113,0.47356388,0.96739507,0.78834336
669,DB00590,DB00661,1,0.9987538,0.99733984,0.9984286,0.99817408
670,9598,5941,0,0.7840716,0.9928268,0.9796661,0.918854833
671,9092,4509,0,6.35E-05,1.46E-05,0.07886934,0.026315813
672,DB00313,DB01151,1,0.99603784,0.9934483,0.7198045,0.90309688
673,2314,4448,0,0.4517783,0.001890868,6.02E-06,0.151225063
674,DB00136,DB00959,1,0.91368103,0.99513614,0.9589803,0.95593249
675,3774,6719,0,1.02E-07,0.000757009,0.017729312,0.006162141
676,DB00307,DB00448,1,0.999726,0.99948484,0.9981605,0.99912378
677,1573,338,0,2.63E-05,1.73E-06,5.23E-06,1.11E-05
678,DB00220,DB00393,1,0.99975705,0.99917454,0.999839,0.999590197
679,8113,438,0,0.029188812,0.09398398,0.001937509,0.041703434
680,DB00333,DB00421,1,0.9912703,0.99358714,0.99659383,0.99381709
681,6982,1302,0,0.000186652,1.75E-06,4.81E-05,7.88E-05
682,3523,6442,0,0.000157058,0.000132382,4.19E-05,0.000110447
683,6358,5309,0,0.002442479,0.0870803,0.8076556,0.29905946
684,DB00850,DB01403,1,0.9995683,0.99961936,0.99969053,0.999626063
685,7505,2867,0,0.9784844,0.9110718,0.92322075,0.937592317
686,5998,7799,0,0.006875992,4.16E-05,1.10E-05,0.002309531
687,DB00199,DB00641,1,0.99379635,0.9929014,0.9793312,0.988676317
688,6307,8714,0,9.49E-05,0.000108111,0.00020647,0.000136494
689,1879,9621,0,0.006935924,0.003635109,1.18E-05,0.003527611
690,DB00332,DB01064,1,0.9991784,0.99971426,0.99710846,0.99866704
691,7245,8089,0,6.24E-05,0.004047126,0.000555664,0.001555063
692,DB00790,DB00903,1,0.9999112,0.9244098,0.99961364,0.97464488
693,9070,9274,0,3.62E-06,4.00E-06,5.67E-05,2.14E-05
694,2346,7199,0,5.27E-05,0.008538574,0.025361627,0.011317634
695,DB00872,DB00949,1,0.9837857,0.99874973,0.9973111,0.993282177
696,9013,4013,0,3.75E-07,1.24E-07,1.05E-06,5.16E-07
697,DB01069,DB08893,1,0.9998208,0.9996992,0.9886539,0.996057967
698,DB00564,DB00677,1,0.9996809,0.98699987,0.9987279,0.995136223
699,9549,3264,0,0.001074731,0.09544045,0.5176121,0.204709094
700,7019,6694,0,8.59E-05,0.000121357,8.54E-05,9.76E-05
701,6839,9613,0,4.79E-06,0.000224292,0.00261274,0.000947274
702,DB00673,DB00773,1,0.99808776,0.99827325,0.99205697,0.996139327
703,5530,28,0,7.89E-06,3.75E-05,9.43E-06,1.83E-05
704,DB00230,DB01083,1,0.9634421,0.9970844,0.994997,0.9851745
705,DB00615,DB08912,1,0.9996854,0.9987081,0.999323,0.999238833
706,8435,7181,0,0.93908143,0.87992287,0.6876894,0.835564567
707,DB00273,DB00540,1,0.9998399,0.9980474,0.99963605,0.99917445
708,5443,9252,0,0.93650705,0.3299331,0.7233687,0.663269617
709,632,2200,0,0.9978941,0.936659,0.7343894,0.8896475
710,DB00241,DB00972,1,0.99945194,0.99991184,0.99911153,0.99949177
711,DB01072,DB01211,1,0.999655,0.9994559,0.99940395,0.99950495
712,7655,6729,0,1.14E-06,3.53E-06,4.51E-06,3.06E-06
713,DB00849,DB01083,1,0.9981947,0.99748814,0.9983706,0.998017813
714,DB01129,DB08864,1,0.8493484,0.99883115,0.99758255,0.948587367
715,2604,1829,0,1.35E-07,1.26E-07,4.68E-07,2.43E-07
716,DB00880,DB01551,1,0.99997705,0.9995111,0.999737,0.999741717
717,3159,8846,0,1.43E-06,2.18E-07,7.74E-07,8.07E-07
718,DB00585,DB00705,1,0.999681,0.999751,0.9993582,0.999596733
719,6589,7806,0,0.000252247,0.000545919,0.015082449,0.005293538
720,DB00196,DB00549,1,0.99926233,0.99822956,0.999555,0.99901563
721,6576,5098,0,1.32E-07,0.001389831,7.20E-07,0.000463561
722,DB00781,DB01111,1,0.95215046,0.99736655,0.9822619,0.977259637
723,2782,6383,0,3.53E-07,4.57E-07,2.09E-07,3.40E-07
724,DB01012,DB01151,1,0.9918195,0.9981352,0.97759104,0.989181913
725,DB00559,DB06335,1,0.9996507,0.99954,0.99835885,0.999183183
726,DB00470,DB00564,1,0.99991035,0.9995028,0.9991905,0.99953455
727,DB00193,DB00333,1,0.99588704,0.9985604,0.8378045,0.94408398
728,9556,8818,0,4.00E-07,1.48E-06,0.000107253,3.64E-05
729,1211,4675,0,2.53E-07,1.08E-07,6.98E-06,2.45E-06
730,1557,7325,0,2.09E-06,0.000113046,0.000144422,8.65E-05
731,8797,7958,0,1.91E-06,3.02E-06,0.000106215,3.70E-05
732,7638,9527,0,6.82E-06,1.03E-06,1.07E-05,6.18E-06
733,DB00331,DB09128,1,0.9997871,0.9912074,0.97635084,0.989115113
734,4817,8377,0,1.52E-05,2.84E-05,5.01E-06,1.62E-05
735,DB01254,DB01590,1,0.9997993,0.99949545,0.9991874,0.99949405
736,632,2939,0,0.8747426,0.9136587,0.7835115,0.857304267
737,DB01132,DB01238,1,0.7422382,0.9986157,0.82938564,0.856746513
738,2424,4674,0,0.555499,0.000326395,3.90E-05,0.185288132
739,DB00542,DB01590,1,0.9530975,0.97604245,0.99036837,0.97316944
740,3315,4713,0,1.19E-05,2.64E-07,2.25E-06,4.80E-06
741,DB00541,DB01609,1,0.9999584,0.99973327,0.9986302,0.999440623
742,DB00435,DB01086,1,0.012854397,0.33904737,0.95407426,0.435325342
743,DB00334,DB06684,1,0.99997514,0.99887,0.9999069,0.999584013
744,6577,3124,0,2.80E-05,0.23459843,0.002194583,0.078940338
745,702,5564,0,8.99E-06,0.001110822,1.72E-06,0.000373844
746,DB00208,DB00818,1,0.99963725,0.9886879,0.98509806,0.99114107
