Gene Symbol,gene_name,Direct Evidence,Inference Score
COX5A,9377,,106.67
HTR3A,3359,,106.67
MCM5,4174,,106.6
EP300,2033,,106.54
CHRNB2,1141,,106.49
C1R,715,,106.36
OPRM1,4988,,106.33
AVPR1A,552,,106.32
MCM6,4175,,106.28
CHRM3,1131,,106.25
ERBB3,2065,,106.19
FMO5,2330,,106.16
UBE2C,11065,,106.05
CCL20,6364,,105.98
ATP1A2,477,marker/mechanism,105.94
TJP2,9414,,105.94
NPC2,10577,,105.93
GPNMB,10457,,105.9
ACOT2,10965,,105.8
ALOX5,240,,105.8
SLC16A1,6566,,105.77
ADCYAP1,116,,105.73
CAT,847,,105.64
HSPB8,26353,,105.61
RASD1,51655,,105.61
BUB1,699,,105.55
BRCA1,672,,105.52
HDAC5,10014,,105.49
PMP22,5376,,105.46
ENPP2,5168,,105.33
KIF23,9493,,105.29
GSTO1,9446,,105.25
ELOVL6,79071,,105.22
ORM2,5005,,105.2
ASAH1,427,,105.18
BAG3,9531,,105.04
IGFBP7,3490,,104.81
RRBP1,6238,,104.81
AK4,205,,104.8
PDE4B,5142,,104.76
TGFB1,7040,,104.68
IFIT1,3434,,104.66
MARCKS,4082,,104.66
FYN,2534,,104.65
MCM4,4173,,104.65
ACSL1,2180,,104.61
HMOX1,3162,,104.59
DPP4,1803,,104.48
SOX2,6657,,104.48
TNFRSF12A,51330,,104.46
MVP,9961,,104.39
TUBB4B,10383,,104.39
CSF1R,1436,,104.36
CAPN1,823,,104.35
NEDD9,4739,,104.35
APOC1,341,,104.23
GOT2,2806,,104.23
RPL6,6128,,104.23
SLCO2A1,6578,,104.23
CIDEC,63924,,104.14
KLF10,7071,,104.14
BCL2,596,,104.08
DLG4,1742,,104.07
SLCO2B1,11309,,104.07
MAP3K1,4214,,104.04
NPM1,4869,,104.04
RET,5979,,104.04
RGCC,28984,,104.04
TUBB6,84617,,104.04
GSTA3,2940,,103.95
CDKN1C,1028,,103.92
SERPINA3,12,,103.92
FAH,2184,,103.87
AXL,558,,103.82
GRN,2896,,103.82
PGD,5226,,103.77
IL6ST,3572,,103.73
KLHL24,54800,,103.7
GPX4,2879,,103.62
RAD51,5888,,103.62
HNRNPH1,3187,,103.49
PECAM1,5175,,103.49
WARS1,7453,,103.49
GMFB,2764,,103.48
PLXND1,23129,,103.37
MX1,4599,,103.36
SLC1A3,6507,,103.36
ARRDC3,57561,,103.35
SERPINF1,5176,,103.35
MMP9,4318,,103.29
AKR1C2,1646,,103.28
P4HB,5034,,103.13
CRY1,1407,,103.11
HSPA1L,3305,,103.11
MAPK10,5602,,103.11
CDC42,998,,103.02
EPHA4,2043,,103
NCOA1,8648,,102.91
COX1,4512,,102.83
E2F8,79733,,102.83
MKNK2,2872,,102.83
MAP3K5,4217,,102.82
SDF2L1,23753,,102.73
GK,2710,,102.69
LBP,3929,,102.69
NCOR2,9612,,102.64
SDC1,6382,,102.64
SMPD1,6609,,102.62
UQCRC1,7384,,102.62
PHLDA1,22822,,102.58
PLPP3,8613,,102.54
VEGFC,7424,,102.53
VSNL1,7447,,102.37
CENPF,1063,,102.35
NFKBIA,4792,,102.25
MVD,4597,,102.23
NPPA,4878,,102.14
ATG5,9474,,102.08
CAMK2B,816,,102.03
LIPG,9388,,102.03
NCOR1,9611,,102.03
SLC1A1,6505,,102.03
SDC2,6383,,101.99
SELL,6402,,101.99
BNIP3L,665,,101.94
ISG20,3669,,101.94
ETFB,2109,,101.92
NINJ1,4814,,101.92
BAX,581,,101.86
PEX11A,8800,,101.81
TRAF6,7189,,101.81
CD151,977,,101.65
NDUFA5,4698,,101.65
ACADL,33,,101.62
CTTN,2017,,101.62
ENPP1,5167,,101.62
PLA2G7,7941,,101.6
ABCG5,64240,,101.51
DHCR24,1718,,101.49
PKP2,5318,,101.48
HYOU1,10525,,101.42
NUCB2,4925,,101.42
PMEPA1,56937,,101.42
AKAP12,9590,,101.38
SLC7A1,6541,,101.38
NFATC3,4775,,101.37
CLGN,1047,,101.33
ALDH3A2,224,,101.31
PFKFB3,5209,,101.31
RCAN1,1827,,101.25
TYMS,7298,,101.15
AURKB,9212,,101.07
IL33,90865,,101.07
AKR1B1,231,,101.06
PRSS23,11098,,101.06
CRISPLD2,83716,,101.04
OXTR,5021,,101.04
EFEMP1,2202,,100.92
FBLN1,2192,,100.92
HNRNPA1,3178,,100.92
MAP2K3,5606,,100.9
ULK1,8408,,100.9
ACOT7,11332,,100.86
FADS2,9415,,100.71
ACAT1,38,,100.7
SLC2A5,6518,,100.66
CDK5,1020,,100.6
STAT5A,6776,,100.58
ALAS2,212,,100.55
CD59,966,,100.55
CNN1,1264,,100.55
IFIH1,64135,,100.55
CALD1,800,,100.54
MSN,4478,,100.54
SHC1,6464,,100.54
NFKB2,4791,,100.5
DHFR,1719,,100.46
PLK2,10769,,100.46
ACP5,54,,100.43
CTSC,1075,,100.41
OSGIN1,29948,,100.41
PLP1,5354,,100.39
PRKAR2B,5577,,100.39
SLC15A1,6564,,100.39
TERT,7015,,100.38
ACSL5,51703,,100.25
GLB1,2720,,100.25
GPER1,2852,,100.25
KLF2,10365,,100.25
PLOD2,5352,,100.25
USP2,9099,,100.25
VCAM1,7412,,100.23
RXRA,6256,,100.21
OAT,4942,,100.2
CCNA1,8900,,100.19
CFH,3075,,100.19
EREG,2069,,100.16
DLG1,1739,,100.15
DBP,1628,,100.11
VGF,7425,,99.93
CPS1,1373,,99.91
TSC2,7249,,99.91
PLXNB2,23654,,99.86
S100A10,6281,,99.8
ADRB3,155,,99.75
CMBL,134147,,99.75
SHMT1,6470,,99.75
STS,412,,99.66
COL4A2,1284,,99.54
COTL1,23406,,99.54
DDX17,10521,,99.54
FABP7,2173,,99.54
PDLIM1,9124,,99.54
ACAT2,39,,99.39
OSBPL1A,114876,,99.38
PRKCG,5582,,99.38
NEFL,4747,,99.37
FOXA2,3170,,99.36
GABRB3,2562,,99.36
PYGM,5837,,99.36
VTN,7448,,99.36
GABRB1,2560,,99.33
RAPGEF4,11069,,99.33
NIN,51199,,99.27
PLA2G2A,5320,,99.27
CFL1,1072,,99.23
GHR,2690,,99.23
NES,10763,,99.19
SFPQ,6421,,99.19
MALAT1,378938,,99.17
NTRK1,4914,,99.15
ANG,283,,98.97
NABP1,64859,,98.97
SMC4,10051,,98.97
CA2,760,,98.95
PBK,55872,,98.95
CYP2A5,13087,,98.91
GUCY1B1,2983,,98.91
KL,9365,,98.91
NEDD4,4734,,98.91
PAM,5066,,98.91
EZH2,2146,,98.88
IL2RA,3559,,98.88
HDC,3067,,98.81
NCAM1,4684,,98.81
PGF,5228,,98.81
KRT19,3880,,98.7
VNN1,8876,,98.63
ZEB1,6935,,98.63
CHAC1,79094,,98.59
GSK3A,2931,,98.59
PROCR,10544,,98.59
VEGFB,7423,,98.59
EMP1,2012,,98.58
RND3,390,,98.58
CDKN3,1033,,98.57
CIDEA,1149,,98.47
CYP4A14,13119,,98.47
RAN,5901,,98.31
SLC30A1,7779,,98.28
FGF2,2247,,98.23
CALB2,794,,98.16
DBN1,1627,,98.16
FANCI,55215,,98.16
GRK5,2869,,98.16
ATG12,9140,,98.1
IFI27,3429,,98.1
CYP7B1,9420,,98.09
JAG1,182,,98.09
SLC6A9,6536,,97.99
ATP1A3,478,,97.96
IDH1,3417,,97.81
PRKG1,5592,,97.75
RETN,56729,,97.75
SLC6A2,6530,marker/mechanism,97.75
TNNI3,7137,,97.75
GDA,9615,,97.7
IRF9,10379,,97.7
SLC7A7,9056,,97.7
TDO2,6999,,97.7
ALDH3A1,218,,97.69
SFN,2810,,97.69
CYB5A,1528,,97.5
TUBA1A,7846,,97.5
CYP3A2,266682,,97.49
KCND2,3751,,97.47
CLK1,1195,,97.46
CSRP2,1466,,97.46
EIF2A,83939,,97.46
ADCY9,115,,97.44
FKBP1B,2281,,97.44
SFTPB,6439,,97.44
IL11,3589,,97.4
TNFRSF19,55504,,97.4
ABAT,18,,97.37
CTNNB1,1499,,97.37
RAMP1,10267,,97.3
TNFAIP8,25816,,97.3
TPM2,7169,,97.3
FDPS,2224,,97.26
PTHLH,5744,,97.15
PTX3,5806,,97.11
FCGR2B,2213,,97.09
G6PC,14377,,97.09
RORA,6095,,97.07
CYP2C29,13095,,97.05
RACGAP1,29127,,97.05
ECI2,10455,,97.04
HBA1,3039,,97.04
AKT1,207,,97.02
CXCL8,3576,marker/mechanism,96.9
CALCRL,10203,,96.89
SLC5A3,6526,,96.88
MAT2A,4144,,96.83
SLC9A3R1,9368,,96.83
HADHA,3030,,96.76
AGO2,27161,,96.73
NPPB,4879,marker/mechanism,96.72
CCL11,6356,,96.71
EGR3,1960,,96.71
GATA6,2627,,96.71
IDH2,3418,,96.61
IL13,3596,,96.59
EIF1,10209,,96.52
EIF4G1,1981,,96.52
HAL,3034,,96.51
SORL1,6653,,96.51
LRG1,116844,,96.47
SDC4,6385,,96.46
DDAH1,23576,,96.37
NDRG2,57447,,96.37
NFAT5,10725,,96.36
IL23A,51561,,96.16
TGM2,7052,marker/mechanism,96.16
GRB2,2885,,96.14
SMAD1,4086,,96.14
ABHD2,11057,,96.06
ENDOG,2021,,96.06
SFRP1,6422,,96.03
SHH,6469,,96.03
CHORDC1,26973,,96.01
CPE,1363,,96.01
NCOA3,8202,,96.01
PLA1A,51365,,95.99
PLXDC2,84898,,95.99
LMNB1,4001,,95.91
THY1,7070,,95.88
MDH1,4190,marker/mechanism,95.86
AGRN,375790,,95.76
GABRB2,2561,,95.7
ZWINT,11130,,95.7
CD83,9308,,95.69
CYP2C11,29277,,95.69
CDCA7,83879,,95.65
FMO1,2326,,95.64
PTGR1,22949,,95.61
MB,4151,,95.57
CDC25C,995,,95.51
KIT,3815,,95.45
SLC39A14,23516,,95.38
MYB,4602,,95.37
ANTXR1,84168,,95.28
TUBA4A,7277,,95.26
PNPLA3,80339,,95.25
NDUFB2,4708,,95.22
GCNT2,2651,,95.06
NISCH,11188,,95.06
DGAT1,8694,,95.04
PTGDS,5730,,95.04
ADAM9,8754,,95.02
NDUFV2,4729,,95.02
PID1,55022,,95.01
NUSAP1,51203,,94.98
NCL,4691,,94.95
RUNX1,861,,94.95
SMOX,54498,,94.95
TNFSF9,8744,,94.95
ZEB2,9839,,94.95
PFKL,5211,,94.86
BDKRB1,623,,94.85
FMO2,2327,,94.85
ADRA2C,152,,94.68
ADIPOR2,79602,,94.64
PTH,5741,marker/mechanism,94.64
SLC7A2,6542,,94.64
THBS2,7058,,94.64
AQP4,361,,94.61
LTB,4050,,94.61
PSMC3,5702,,94.6
DSP,1832,,94.46
IRF1,3659,,94.46
PLAGL1,5325,,94.46
MACF1,23499,,94.43
SC5D,6309,,94.41
CHRM2,1129,,94.34
MRC1,4360,,94.34
BTG1,694,,94.32
TIPARP,25976,,94.32
PF4,5196,,94.28
BACH1,571,,94.27
CDCA8,55143,,94.27
SMAD4,4089,,94.27
TFPI2,7980,,94.27
KDELR3,11015,,94.15
PANK1,53354,,94.15
PSMC6,5706,,94.15
SORBS2,8470,,94.15
CANX,821,,94.08
EPAS1,2034,,94.08
MAP1B,4131,,94.08
CDC6,990,,94.05
TET1,80312,,94.04
ALDH9A1,223,,94.02
C6,729,,94.02
DLC1,10395,,94.02
SIAH2,6478,,94.02
VAT1,10493,,94.02
DEPP1,11067,,93.92
GFRA1,2674,,93.92
BUB1B,701,,93.84
LGALS1,3956,,93.83
PCK2,5106,,93.83
CCNF,899,,93.76
RSAD2,91543,,93.76
CSRP3,8048,,93.71
MR1,3140,,93.71
ASPH,444,,93.69
DSC2,1824,,93.69
FASL,14103,,93.69
TRPC1,7220,,93.67
MAPK13,5603,,93.61
SERPING1,710,,93.6
PGK1,5230,,93.58
HADHB,3032,,93.56
IER2,9592,,93.56
SORT1,6272,,93.56
ABCG8,64241,,93.45
ASPM,259266,,93.45
IFIT3,3437,,93.45
MCM7,4176,,93.45
RORC,6097,,93.45
SIGMAR1,10280,,93.45
ACTA2,59,,93.44
ANXA6,309,,93.31
PDLIM5,10611,,93.31
PSMB1,5689,,93.31
RYR2,6262,,93.31
WEE1,7465,,93.28
FILIP1L,11259,,93.27
LXN,56925,,93.27
NEDD4L,23327,marker/mechanism,93.26
TCP1,6950,,93.21
IFITM2,10581,,93.2
HEXB,3074,,93.15
HSPA4,3308,,93.15
GABRA4,2557,,93.11
HDAC7,51564,,93.11
DIABLO,56616,,93.01
BSG,682,,92.93
MYH10,4628,,92.93
JUN,3725,,92.88
ADORA2B,136,,92.86
BCAR3,8412,,92.86
DFFB,1677,,92.84
SOD2,6648,marker/mechanism,92.82
HIGD1A,25994,,92.8
MFGE8,4240,,92.8
PDLIM7,9260,,92.8
PSRC1,84722,,92.8
TSHB,7252,,92.73
GSTK1,373156,,92.61
GSTT2,2953,marker/mechanism,92.61
LY96,23643,,92.61
RHBDF1,64285,,92.6
BHMT,635,,92.57
ITGA6,3655,,92.57
SNAI2,6591,,92.55
ACTN1,87,,92.52
LGMN,5641,,92.51
PSMB9,5698,,92.51
TWIST1,7291,,92.51
ABCC5,10057,,92.46
CDH11,1009,,92.41
MMP8,4317,,92.41
ANGPT2,285,,92.4
CARHSP1,23589,,92.4
CIRBP,1153,,92.29
DAPK1,1612,,92.29
DBI,1622,,92.29
TBX3,6926,,92.29
KCNA5,3741,,92.28
CDK5R1,8851,,92.2
FSTL1,11167,,92.2
IRAK2,3656,,92.2
SLC4A4,8671,,92.2
BMI1,648,,92.17
RAI14,26064,,92.17
TP53,7157,,92.13
SLC20A2,6575,,92.11
DTL,51514,,92.01
ITGAL,3683,,92.01
FBP1,2203,,92
NFKBIB,4793,,92
HPCAL1,3241,,91.99
PPP1CB,5500,,91.99
B2M,567,,91.96
DNAJA1,3301,,91.92
IL1R2,7850,,91.92
NFATC1,4772,,91.92
CES1,1066,,91.86
ACADVL,37,,91.83
ATP2B4,493,,91.83
COL6A2,1292,,91.83
GPAT3,84803,,91.83
JUP,3728,,91.83
KLF15,28999,,91.83
PDPK1,5170,,91.83
EIF4E,1977,,91.72
REN,5972,,91.72
TUBB2A,7280,,91.72
AMD1,262,,91.71
FXYD5,53827,,91.71
PPBP,5473,marker/mechanism,91.71
SRD5A1,6715,,91.66
HNRNPDL,9987,,91.62
MELK,9833,,91.62
NFATC4,4776,,91.62
SIVA1,10572,,91.62
ABCB9,23457,,91.58
MAP2K4,6416,,91.49
TRIP13,9319,,91.49
DPYSL3,1809,,91.47
PRIM1,5557,,91.47
XRCC1,7515,,91.44
CENPE,1062,,91.33
WNT4,54361,,91.33
SPTBN1,6711,,91.32
COCH,1690,,91.27
DRAM1,55332,,91.27
MRPS6,64968,,91.27
TRPV6,55503,,91.27
METTL7A,25840,,91.24
PLN,5350,,91.24
GRK6,2870,,91.22
AMPD3,272,,91.16
BBOX1,8424,,91.16
CKS2,1164,,91.16
IREB2,3658,,91.16
P4HA2,8974,,91.16
PPP1R12A,4659,,91.16
RPS6KA5,9252,,91.16
SLC39A8,64116,,91.16
USP18,11274,,91.16
PLK1,5347,,91.14
COX6B1,1340,,91.13
LPIN1,23175,,91.13
FOXP3,50943,,91.12
XRCC5,7520,,91.12
APOC3,345,,91.02
DUSP10,11221,,91.02
FAAH,2166,,91.02
NME1,4830,,91.02
CDC25B,994,,90.88
CLDN4,1364,,90.88
BCAR1,9564,,90.86
BMP1,649,,90.83
CHGA,1113,,90.83
ILK,3611,,90.83
ITGB5,3693,,90.83
CACNA1H,8912,,90.75
CSAD,51380,,90.75
GAS7,8522,,90.75
HMMR,3161,,90.74
PLTP,5360,,90.71
HINT1,3094,,90.7
KCNJ11,3767,,90.66
TCF12,6938,,90.66
CYP24A1,1591,,90.61
COL1A1,1277,,90.54
GSK3B,2932,,90.54
ECI1,1632,,90.5
ALDH1L1,10840,,90.49
GNAI1,2770,,90.49
PDIA6,10130,,90.45
ATP5F1B,506,,90.42
FKBP1A,2280,,90.42
MYBL2,4605,,90.42
ANPEP,290,,90.4
IFITM1,8519,,90.4
TRAF3,7187,,90.39
ZMYND8,23613,,90.39
CD24,100133941,,90.17
CKM,1158,,90.17
FGF7,2252,,90.17
PSMC4,5704,,90.12
TRAF1,7185,,90.12
SDHA,6389,,90.1
SOCS2,8835,,90.09
PIK3R3,8503,,90.07
TCF19,6941,,90.07
ICAM1,3383,,90.06
IL4R,3566,,89.97
PLAAT3,11145,,89.97
ARPP19,10776,,89.96
CACNA1D,776,,89.96
ACOT13,55856,,89.89
PDYN,5173,,89.85
PPL,5493,,89.85
TNFAIP2,7127,,89.85
DNAJB4,11080,,89.84
NDC80,10403,,89.8
PHLDA3,23612,,89.8
PTK2B,2185,,89.8
ARHGDIA,396,,89.75
TSKU,25987,,89.75
TRADD,8717,,89.73
ADAMTS4,9507,,89.69
ACSM3,6296,,89.56
CRELD2,79174,,89.56
SERPINA3N,20716,,89.54
SOS1,6654,,89.54
IL10,3586,,89.51
PDE5A,8654,,89.5
PER3,8863,,89.5
ABCB6,10058,,89.39
EIF4A1,1973,,89.39
PSMA2,5683,,89.39
YWHAE,7531,,89.39
GSS,2937,,89.33
ST13,6767,,89.28
AQP2,359,,89.22
CD3E,916,,89.22
EZH1,2145,,89.22
PLCG1,5335,,89.2
COL7A1,1294,,89.18
ORC6,23594,,89.18
SMAD6,4091,,89.13
DDX58,23586,,89.05
NPR3,4883,,89.05
PPP2CA,5515,,89.05
PROC,5624,marker/mechanism,89.05
SLC5A1,6523,,89.05
RBP1,5947,,89.04
ELF3,1999,,89.03
ERP29,10961,,89.03
PSMA5,5686,,89.03
CDCA3,83461,,88.91
MAD2L1,4085,,88.91
MEF2C,4208,,88.91
SLC1A4,6509,,88.91
TNFRSF11A,8792,,88.83
SYT7,9066,,88.81
CAMK4,814,,88.79
GNB1,2782,,88.79
ABCC6,368,,88.72
ADGRE1,2015,,88.72
FOXP1,27086,,88.72
HIPK2,28996,,88.72
MAPKAPK2,9261,,88.72
NUF2,83540,,88.72
SFRP2,6423,,88.72
MRAS,22808,,88.71
NACC2,138151,,88.71
PPP1R1A,5502,,88.71
ACTG2,72,,88.67
CADM1,23705,,88.67
IL7,3574,,88.67
PCSK9,255738,,88.6
GDNF,2668,,88.49
LIPC,3990,,88.48
MMP2,4313,,88.48
PIR,8544,,88.48
ADD3,120,,88.41
CFI,3426,,88.41
IL16,3603,,88.41
FBLIM1,54751,,88.39
LYZ2,17105,,88.39
F10,2159,,88.33
PABPC1,26986,,88.31
TMSB4X,7114,,88.31
ATP7A,538,,88.29
SLC2A12,154091,,88.29
GASK1B,51313,,88.23
SEC31A,22872,,88.23
STX1A,6804,,88.23
SULT1E1,6783,,88.21
ETFA,2108,,88.04
LY6E,4061,,88.04
MAFG,4097,,88.04
MAL,4118,,88.04
MITF,4286,,88.04
SMC2,10592,,88.04
AHCY,191,,87.98
ALCAM,214,,87.98
CD38,952,,87.98
PAX6,5080,,87.98
KIF15,56992,,87.97
OAS1,4938,,87.95
PFKP,5214,,87.94
CCN3,4856,,87.9
NFKB1,4790,,87.87
CYP2B2,361523,,87.86
PKP4,8502,,87.78
MPDZ,8777,,87.76
PTPRN,5798,,87.76
ACSL4,2182,,87.75
PRKDC,5591,,87.75
IL13RA1,3597,,87.74
NR2F2,7026,,87.74
IGFBP6,3489,,87.68
HSD3B2,3284,,87.67
PFKFB4,5210,,87.67
PXN,5829,,87.67
SLC25A25,114789,,87.67
CKS1B,1163,,87.63
ISYNA1,51477,,87.63
PNP,4860,,87.63
RASSF1,11186,,87.63
RBM3,5935,,87.63
UBE2T,29089,,87.63
NFE2L2,4780,,87.54
IFI35,3430,,87.52
JADE1,79960,,87.52
TENT5A,55603,,87.52
APLN,8862,,87.51
FUBP1,8880,,87.51
HSDL2,84263,,87.51
SLC25A5,292,,87.51
SLC4A7,9497,,87.51
AGT,183,marker/mechanism,87.49
CDKN2B,1030,,87.46
STAT5B,6777,,87.46
GLDC,2731,,87.42
IFIT2,3433,,87.42
TMEM97,27346,,87.42
SORD,6652,,87.41
DHRS3,9249,,87.38
ARHGAP29,9411,,87.3
ESD,2098,,87.3
FXN,2395,,87.3
SDHB,6390,,87.3
SYNE1,23345,,87.3
PTTG1,9232,,87.14
SULT2A1,6822,,87.14
GPC1,2817,,87.12
KRT1,3848,,87.12
MTR,4548,,87.12
SLC16A6,9120,,87.11
AKR1B10,57016,,87.1
CAMKK2,10645,,87.1
CHPT1,56994,,87.1
CRIM1,51232,,87.1
OGN,4969,,87.1
SERPINI1,5274,,87.1
CDH5,1003,,87.08
ECT2,1894,,87.08
FEN1,2237,,87.08
SULF2,55959,,87.08
NDUFA13,51079,,86.95
ACTC1,70,,86.94
ST3GAL5,8869,,86.94
F5,2153,,86.91
TFPI,7035,,86.91
TRIB1,10221,,86.91
PPP1R3C,5507,,86.88
CD4,920,,86.84
MAGI1,9223,,86.84
SSR3,6747,,86.84
ALDH6A1,4329,,86.79
C1QA,712,,86.79
ID4,3400,,86.79
PLK3,1263,,86.79
PML,5371,,86.79
CD81,975,,86.73
ITGB2,3689,,86.73
GLS,2744,,86.72
AACS,65985,,86.68
ADAMTS9,56999,,86.68
AOC1,26,marker/mechanism,86.68
CLOCK,9575,,86.68
MARCKSL1,65108,,86.68
PELI1,57162,,86.68
PTGIS,5740,,86.68
RIOK3,8780,,86.68
SSR1,6745,,86.68
SYNJ2,8871,,86.68
TBC1D4,9882,,86.68
PTGER4,5734,,86.64
CXCL11,6373,,86.62
CYP8B1,1582,,86.62
NCAPG,64151,,86.58
CXCL10,3627,,86.5
NEFH,4744,,86.47
NDUFA3,4696,,86.41
PIM3,415116,,86.39
MMP12,4321,,86.36
PTH1R,5745,,86.35
PVALB,5816,,86.35
SST,6750,,86.28
DDR1,780,,86.27
LBR,3930,,86.27
S100G,795,,86.27
SRSF2,6427,,86.23
CASP9,842,,86.22
COX4I1,1327,,86.17
PTCH1,5727,,86.17
ZBTB16,7704,,86.17
MPO,4353,,86.11
CD74,972,,86.1
UGT2B1,71773,,86.09
BMPR2,659,,85.97
CA12,771,,85.97
CAVIN2,8436,,85.97
FERMT2,10979,,85.97
RARRES1,5918,,85.97
SOAT1,6646,,85.97
ALOX5AP,241,,85.96
SHMT2,6472,,85.96
GRM1,2911,,85.95
KCNN2,3781,,85.95
SLC17A7,57030,,85.95
SPARCL1,8404,,85.95
SYN2,6854,,85.95
AHNAK,79026,,85.92
SPTAN1,6709,,85.92
FAT1,2195,,85.88
IER5,51278,,85.88
NRP2,8828,,85.88
SLC27A1,376497,,85.88
TRIM2,23321,,85.88
WIPI1,55062,,85.88
CAR3,12350,,85.86
PIGA,5277,,85.86
PTPRF,5792,,85.86
SLC23A2,9962,,85.86
CDC25A,993,,85.85
SERINC3,10955,,85.8
TMEM106C,79022,,85.69
ADGRG1,9289,,85.63
CDC45,8318,,85.63
CGA,1081,,85.63
LAMP2,3920,,85.63
RACK1,10399,,85.63
SERTAD1,29950,,85.63
COL5A1,1289,,85.6
BCL10,8915,,85.59
OLFM1,10439,,85.59
SRGN,5552,,85.59
HMGA1,3159,,85.56
RND1,27289,,85.56
ACOT1,641371,,85.55
GSTA5,221357,marker/mechanism,85.55
SPHK1,8877,,85.55
KIF4A,24137,,85.51
SEMA3B,7869,,85.51
CALU,813,,85.46
FNBP1,23048,,85.46
GLS2,27165,,85.46
GRIK5,2901,,85.37
APBB2,323,,85.33
CYP4A10,13117,marker/mechanism,85.31
TCF7L2,6934,,85.31
TPM3,7170,,85.28
IDE,3416,,85.22
MTHFD1L,25902,,85.19
PLSCR1,5359,,85.19
UBASH3B,84959,,85.12
PPP1R14B,26472,,85.08
TRA2A,29896,,85.08
MIR21,406991,,85.07
MT1X,4501,,85.07
EDEM1,9695,,85.06
SPRY1,10252,,85.06
BDH1,622,,84.99
DPYSL2,1808,,84.99
LAMB1,3912,,84.99
TUBB5,22154,,84.99
UBD,10537,,84.99
CYP26B1,56603,,84.96
HSPA4L,22824,,84.96
MAP3K8,1326,,84.96
SLC31A1,1317,,84.96
LRRFIP1,9208,,84.86
LYZ,4069,,84.86
PLEC,5339,,84.86
RASSF4,83937,,84.86
RPS19,6223,,84.86
TSPAN5,10098,,84.86
ZFAND5,7763,,84.86
PTGER2,5732,,84.85
APOA2,336,,84.68
CEACAM1,634,,84.68
LCK,3932,,84.68
LTF,4057,therapeutic,84.68
PHB1,5245,,84.68
PSMB8,5696,,84.68
ATP6V1A,523,,84.67
CLMN,79789,,84.67
EBP,10682,,84.67
EEF1D,1936,,84.67
KCNJ2,3759,,84.67
QSOX1,5768,,84.67
UGCG,7357,,84.67
ARL4D,379,,84.65
RBM14,10432,,84.65
SYTL2,54843,,84.65
PYCARD,29108,,84.63
TH,7054,,84.54
TKT,7086,,84.51
AK3,50808,,84.5
CCND1,595,,84.47
SCG2,7857,,84.4
NRIP1,8204,,84.37
BIK,638,,84.36
CCR7,1236,,84.36
HMGA2,8091,,84.36
PPIA,5478,,84.36
CCDC88A,55704,,84.35
ABCC8,6833,,84.28
CBL,867,,84.28
FAM13A,10144,,84.28
GABARAPL1,23710,,84.28
SCD2,20250,,84.28
ETS1,2113,,84.24
IGF2R,3482,,84.24
MTHFD2,10797,,84.24
NR1D2,9975,,84.24
HIBCH,26275,,84.23
CBLB,868,,84.14
LBH,81606,,84.14
NID1,4811,,84.14
SPON1,10418,,84.14
SULF1,23213,,84.14
LYN,4067,,84.08
FUS,2521,,84.05
HNRNPA2B1,3181,,84.05
NEFM,4741,,84.05
TUBA1B,10376,,84.05
ANGPTL2,23452,,83.95
MALT1,10892,,83.95
CD163,9332,,83.9
CLCN3,1182,,83.9
IFI6,2537,,83.9
KLKB1,3818,,83.9
KRT23,25984,,83.9
MAPKAPK3,7867,,83.9
PAK1,5058,,83.9
PFKM,5213,,83.9
PRODH,5625,,83.9
PXMP4,11264,,83.86
COL6A3,1293,,83.85
PLS3,5358,,83.85
ATP6V1B2,526,,83.82
CEMIP2,23670,,83.82
FZD2,2535,,83.79
ITGA1,3672,,83.79
PTMA,5757,,83.79
RHOC,389,,83.75
SOX4,6659,,83.7
ADH1,11522,,83.52
AHSG,197,,83.52
BLM,641,,83.52
FRZB,2487,,83.52
TM7SF2,7108,,83.52
TMSB10,9168,,83.52
AKR1A1,10327,,83.51
ATP1B2,482,,83.51
C1QB,713,,83.51
DNAJC3,5611,,83.51
FAM107A,11170,,83.51
HSD17B3,3293,,83.51
SLC6A12,6539,,83.51
SUCLG1,8802,,83.51
TMEM47,83604,,83.48
ALDOB,229,,83.44
NFIA,4774,,83.44
RPS6KA1,6195,,83.44
TPM4,7171,,83.43
AKAP1,8165,,83.41
FGB,2244,,83.41
LONP1,9361,,83.41
MYO5A,4644,,83.41
PSMB6,5694,,83.41
RBBP8,5932,,83.41
SLC25A13,10165,,83.41
EPCAM,4072,,83.39
RASGRP2,10235,,83.38
SLC6A1,6529,,83.38
ARPC4,10093,,83.33
CDKN1A,1026,,83.28
AXIN2,8313,,83.23
KYNU,8942,,83.23
CAV2,858,,83.2
IFITM3,10410,,83.2
ENG,2022,,83.15
RPA1,6117,,83.15
RPL3,6122,,83.15
GMNN,51053,,83.14
ABLIM1,3983,,83.09
GSTT3,103140,,83.09
TRPC6,7225,,83.09
ABL2,27,,83.07
KCNB1,3745,,83.07
NDUFAB1,4706,,83.07
GRB14,2888,,83.01
H6PD,9563,,83.01
SET,6418,,83.01
NAPEPLD,222236,,82.96
DUSP4,1846,,82.95
TAP1,6890,,82.95
ACVRL1,94,,82.9
PLD2,5338,,82.9
TRH,7200,marker/mechanism,82.88
ATF5,22809,,82.84
CCL6,20305,,82.84
ANK3,288,,82.78
CLDN11,5010,,82.78
PSME1,5720,,82.78
ACADS,35,,82.75
FIS1,51024,,82.75
HNMT,3176,,82.75
NASP,4678,,82.75
PKD1,5310,,82.75
