DrugBank ID,Name,Drug Groups,SMILES
DB00289,Atomoxetine,approved,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1
DB00290,Bleomycin,approved; investigational,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O
DB00291,Chlorambucil,approved,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
DB00292,Etomidate,approved,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
DB00293,Raltitrexed,approved; investigational,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DB00294,Etonogestrel,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00295,Morphine,approved; investigational,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB00296,Ropivacaine,approved,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB00297,Bupivacaine,approved; investigational,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00298,Dapiprazole,approved,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1
DB00299,Penciclovir,approved,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
DB00300,Tenofovir disoproxil,approved; investigational,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
DB00301,Flucloxacillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O
DB00302,Tranexamic acid,approved,NC[C@H]1CC[C@@H](CC1)C(O)=O
DB00303,Ertapenem,approved; investigational,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
DB00304,Desogestrel,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
DB00305,Mitomycin,approved,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O
DB00306,Talbutal,approved; illicit,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
DB00307,Bexarotene,approved; investigational,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
DB00308,Ibutilide,approved,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00309,Vindesine,approved; investigational,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC
DB00310,Chlorthalidone,approved,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
DB00312,Pentobarbital,approved; investigational; vet_approved,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
DB00313,Valproic acid,approved; investigational,CCCC(CCC)C(O)=O
DB00314,Capreomycin,approved,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O
DB00315,Zolmitriptan,approved; investigational,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
DB00316,Acetaminophen,approved,CC(=O)NC1=CC=C(O)C=C1
DB00317,Gefitinib,approved; investigational,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
DB00318,Codeine,approved; illicit,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC
DB00319,Piperacillin,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
DB00320,Dihydroergotamine,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
DB00321,Amitriptyline,approved,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB00322,Floxuridine,approved,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
DB00323,Tolcapone,approved; withdrawn,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
DB00324,Fluorometholone,approved; investigational,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
DB00325,Nitroprusside,approved; investigational,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N
DB00326,Calcium glucoheptonate,approved,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O
DB00327,Hydromorphone,approved; illicit,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00328,Indomethacin,approved; investigational,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
DB00330,Ethambutol,approved,CC[C@@H](CO)NCCN[C@@H](CC)CO
DB00331,Metformin,approved,CN(C)C(=N)NC(N)=N
DB00332,Ipratropium,approved; experimental,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C
DB00333,Methadone,approved,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB00334,Olanzapine,approved; investigational,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
DB00335,Atenolol,approved,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
DB00336,Nitrofural,approved; investigational; vet_approved,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
DB00337,Pimecrolimus,approved; investigational,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC
DB00338,Omeprazole,approved; investigational; vet_approved,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
DB00339,Pyrazinamide,approved; investigational,NC(=O)C1=NC=CN=C1
DB00340,Metixene,approved,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
DB00341,Cetirizine,approved,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00342,Terfenadine,approved; withdrawn,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00343,Diltiazem,approved; investigational,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
DB00344,Protriptyline,approved,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00345,Aminohippuric acid,approved; investigational,NC1=CC=C(C=C1)C(=O)NCC(O)=O
DB00346,Alfuzosin,approved; investigational,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
DB00347,Trimethadione,approved,CN1C(=O)OC(C)(C)C1=O
DB00348,Nitisinone,approved; investigational,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
DB00349,Clobazam,approved; illicit,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
DB00350,Minoxidil,approved; investigational,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
DB00351,Megestrol acetate,approved; investigational; vet_approved,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
DB00352,Tioguanine,approved,NC1=NC(=S)C2=C(N1)N=CN2
DB00353,Methylergometrine,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
DB00354,Buclizine,approved,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
DB00355,Aztreonam,approved,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
DB00356,Chlorzoxazone,approved,ClC1=CC2=C(OC(=O)N2)C=C1
DB00357,Aminoglutethimide,approved; investigational,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
DB00358,Mefloquine,approved; investigational,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
DB00359,Sulfadiazine,approved; investigational; vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
DB00360,Sapropterin,approved; investigational,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O
DB00361,Vinorelbine,approved; investigational,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC
DB00362,Anidulafungin,approved; investigational,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O
DB00363,Clozapine,approved,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
DB00364,Sucralfate,approved,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
DB00365,Grepafloxacin,approved; investigational; withdrawn,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
DB00366,Doxylamine,approved; vet_approved,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
DB00367,Levonorgestrel,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00368,Norepinephrine,approved,NC[C@H](O)C1=CC(O)=C(O)C=C1
DB00369,Cidofovir,approved,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
DB00370,Mirtazapine,approved,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
DB00371,Meprobamate,approved; illicit,CCCC(C)(COC(N)=O)COC(N)=O
DB00372,Thiethylperazine,approved; withdrawn,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
DB00373,Timolol,approved,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
DB00374,Treprostinil,approved; investigational,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1
DB00376,Trihexyphenidyl,approved,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
DB00377,Palonosetron,approved; investigational,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2
DB00378,Dydrogesterone,approved; investigational; withdrawn,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C
DB00379,Mexiletine,approved; investigational,CC(N)COC1=C(C)C=CC=C1C
DB00380,Dexrazoxane,approved; withdrawn,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
DB00381,Amlodipine,approved,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
DB00382,Tacrine,approved; investigational; withdrawn,NC1=C2CCCCC2=NC2=CC=CC=C12
DB00383,Oxyphencyclimine,approved,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DB00384,Triamterene,approved,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
DB00385,Valrubicin,approved,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
DB00387,Procyclidine,approved,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
DB00388,Phenylephrine,approved,CNC[C@H](O)C1=CC(O)=CC=C1
DB00389,Carbimazole,approved; investigational,CCOC(=O)N1C=CN(C)C1=S
DB00390,Digoxin,approved,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
DB00391,Sulpiride,approved; investigational,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
DB00392,Profenamine,approved,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
DB00393,Nimodipine,approved; investigational,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
DB00394,Beclomethasone dipropionate,approved; investigational,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00395,Carisoprodol,approved,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB00396,Progesterone,approved; vet_approved,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00397,Phenylpropanolamine,approved; vet_approved; withdrawn,[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1
DB00398,Sorafenib,approved; investigational,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
DB00399,Zoledronic acid,approved,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
DB00400,Griseofulvin,approved; investigational; vet_approved,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
DB00401,Nisoldipine,approved,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
DB00402,Eszopiclone,approved; investigational,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB00403,Ceruletide,approved,[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
DB00404,Alprazolam,approved; illicit; investigational,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB00405,Dexbrompheniramine,approved,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00406,Gentian violet cation,approved,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
DB00408,Loxapine,approved,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
DB00409,Remoxipride,approved; withdrawn,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
DB00410,Mupirocin,approved; investigational; vet_approved,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
DB00411,Carbamoylcholine,approved,C[N+](C)(C)CCOC(N)=O
DB00412,Rosiglitazone,approved; investigational,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DB00413,Pramipexole,approved; investigational,CCCN[C@H]1CCC2=C(C1)SC(N)=N2
DB00414,Acetohexamide,approved; investigational; withdrawn,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DB00415,Ampicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00416,Metocurine iodide,approved; withdrawn,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
DB00417,Phenoxymethylpenicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O
DB00418,Secobarbital,approved; vet_approved,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
DB00419,Miglustat,approved,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00420,Promazine,approved; vet_approved,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
DB00421,Spironolactone,approved,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
DB00422,Methylphenidate,approved; investigational,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
DB00423,Methocarbamol,approved; vet_approved,COC1=C(OCC(O)COC(N)=O)C=CC=C1
DB00424,Hyoscyamine,approved,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1
DB00425,Zolpidem,approved,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
DB00426,Famciclovir,approved; investigational,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
DB00427,Triprolidine,approved,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
DB00428,Streptozocin,approved; investigational,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
DB00429,Carboprost tromethamine,approved,NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
DB00430,Cefpiramide,approved,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O
DB00431,Lindane,approved; withdrawn,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
DB00432,Trifluridine,approved; investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F
DB00433,Prochlorperazine,approved; vet_approved,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB00434,Cyproheptadine,approved,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00435,Nitric Oxide,approved,[N]=O
DB00436,Bendroflumethiazide,approved,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
DB00437,Allopurinol,approved,OC1=NC=NC2=C1C=NN2
DB00438,Ceftazidime,approved,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1
DB00439,Cerivastatin,approved; withdrawn,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C
DB00440,Trimethoprim,approved; vet_approved,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
DB00441,Gemcitabine,approved,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
DB00442,Entecavir,approved; investigational,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C
DB00443,Betamethasone,approved; vet_approved,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00444,Teniposide,approved,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1
DB00445,Epirubicin,approved,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
DB00446,Chloramphenicol,approved; vet_approved,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
DB00447,Loracarbef,approved; investigational; withdrawn,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
DB00448,Lansoprazole,approved; investigational,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
DB00449,Dipivefrin,approved,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
DB00450,Droperidol,approved; vet_approved,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
DB00451,Levothyroxine,approved,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
DB00452,Framycetin,approved,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
DB00454,Meperidine,approved,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
DB00455,Loratadine,approved; investigational,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
DB00456,Cefalotin,approved; investigational; vet_approved,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
DB00457,Prazosin,approved,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
DB00458,Imipramine,approved,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
DB00459,Acitretin,approved,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
DB00460,Verteporfin,approved; investigational,COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C
DB00461,Nabumetone,approved,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
DB00462,Methscopolamine bromide,approved,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
DB00464,Sodium tetradecyl sulfate,approved; investigational,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O
DB00465,Ketorolac,approved,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
DB00467,Enoxacin,approved; investigational,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
DB00468,Quinine,approved,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
DB00469,Tenoxicam,approved,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
DB00470,Dronabinol,approved; illicit,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
DB00471,Montelukast,approved,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
DB00472,Fluoxetine,approved; vet_approved,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
DB00473,Hexylcaine,approved; withdrawn,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
DB00474,Methohexital,approved,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
DB00475,Chlordiazepoxide,approved; illicit; investigational,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
DB00476,Duloxetine,approved,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
